anv_verb;diaz_verb;rummad;galleg;saozneg
chervadiñ;chervad;d1;(se) régaler, faire bonne chère;#saozneg
cheñch;cheñch;d1;changer, remplacer;#saozneg
chifañ;chif;d1;(se) fâcher;#saozneg
chifonañ;chifon;d1;#galleg;#saozneg
chifrodennañ;chifrodenn;d1;donner une chiquenaude;#saozneg
chikanañ;chikan;d1;chicaner;#saozneg
chikañ;chik;d1;chiquer, crépir, écrabouiller, ravaler, écraser, jointoyer;#saozneg
chilipat;chilip;d1;#galleg;#saozneg
chilpat;chilp;d1;japper, glappir, claquer des dents, médire;#saozneg
chimiañ;chimi;d1;fertiliser aux engrais chimiques;#saozneg
chimiiñ;chimi;d1;fertiliser aux engrais chimiques;#saozneg
chinkat;chink;d1;japper;#saozneg
chintal;chint;d1;piailler (comme un poussin);#saozneg
chipotal;chipot;d1;chipoter, barguigner, marchander mesquinement;#saozneg
choaz;choaz;d1;choisir;to choose
choberdiñ;choberd;d1;(s') enrhumer;to catch a cold
chokinañ;chokin;d1;chiffonner;to crumple (something) up
cholañ;chol;d1;(faire) paître dans le champ d'autrui (moutons);to graze on someone else's land (sheep)
cholgenniñ;cholgenn;d1;salir;to dirty
cholorial;cholori;d1;chahuter;to jeer, heckle
chom;chom;d1;rester, habiter, séjourner, stationner;to stay, to reside, to stay, sojourn, to park
chopinat;chopin;d1;chopiner;to drink excessively
choual;chou;d1;chasser les poules, oiseaux, chuinter, draguer;to hunt for chickens, birds, to whistle, chat up
chouanat;chouan;d1;chouanner;#saozneg
chougadal;chougad;d1;#galleg;#saozneg
chougañ;choug;d1;#galleg;#saozneg
choukadiñ;choukad;d1;frapper;to hit
choukatal;choukat;d1;frapper au cou;to strike the neck
choukañ;chouk;d1;bourrer, lever sur le haut du dos, (se) serrer (de près), (se) voûter, garnir (sabot, cou-de-pied), (loc.) (s') asseoir;#saozneg
choukennañ;choukenn;d1;(se) voûter;to stoop
choupañ;choup;d1;soulever à bras le corps, lever (un petit enfant) pour le prendre dans les bras;to live the body with the arms, to lift (a child to take in your arms)
chourañ;chour;d1;choyer, faire la cour;to pamper, spoil, to woo (somebody)
chourikal;chourik;d1;emettre un son grinçant (ex: porte), bruit produit par le frottement;to emit a squeaky sound (ex: a door), noise produced by rubbing, friction
chourikat;chourik;d1;grincer, faire grincer (ex: dents, porte, dents);to grind, to make something squeak
chuchal;chuch;d1;chuinter, quémander, mendier (bassement), renifler (comme un chien);to whistle, hiss, to beg (in a subdued manner), to sniff (like a dog)
chuchual;chuchu;d1;lambiner;to dawdle
chuchuiñ;chuchu;d1;chuchoter;to whisper
chugal;chug;d1;juter, presser, sucer pour extraire le jus de qqc;to ooze with juice, to press, to suck to extract the jus
chugañ;chug;d1;juter, presser, sucer pour extraire le jus de qqc;to ooze with juice, to press, to suck to extract the jus
chugelliñ;chugell;d1;suçoter;to suck
chugiñ;chug;d1;juter, presser, sucer pour extraire le jus de qqc;to ooze with juice, to press, to suck to extract the jus
chumenniñ;chumenn;d1;écumer;to skim
chutañ;chut;d1;sucer son pouce, sucer son doigt, téter;to suck one's thumb, to suck one's finger, to suck
chutellat;chutell;d1;aspirer, suçoter, téter;to suck
daboniñ;dabon;d1;rapiécer (en plt de vêtements), boucher les trous d'un toits, GW: rapporter (pièce);#saozneg
daeañ;dae;d1;défier, mettre au défit, provoquer;#saozneg
daeladenniñ;daeladenn;d1;argumenter;#saozneg
daelañ;dael;d1;contester, contrarier, débattre, discuter, quereller;#saozneg
daeraouiñ;daeraou;d1;larmoyer, pleurer, verser des larmes;#saozneg
dafariñ;dafar;d1;Apporter des matériaux (à un maçon, un couvreur, etc.), manutentionner, (ré )approvisionner;#saozneg
dageriñ;dager;d1;frapper avec une dague;#saozneg
dagiñ;dag;d1;frapper avec une dague;#saozneg
dal;dal;d1;#galleg;#saozneg
daladuriñ;daladur;d1;doler;#saozneg
daleañ;dale;d1;tarder, (s') attarder, retarder (qun);#saozneg
dallañ;dall;d1;aveugler, boucher (un trou), crever les yeux de qqn, empêcher de voir, (s') émousser, épointer, moucher, obstruer, (fig. obnubiler, séduire);#saozneg
damalaouriñ;damalaour;d1;(mor)dorer;#saozneg
damanavezout;damanavez;d1;reconnaître à peine;#saozneg
damantiñ;damant;d1;soigner, craindre, plaindre, gémir, avoir regret;#saozneg
damasiñ;damas;d1;damasser;#saozneg
damaskinañ;damaskin;d1;damasquiner;#saozneg
dambleat;damble;d1;mâchonner, mâcher avec peine et dégoût, décrier, ruminer;#saozneg
damblegañ;dambleg;d1;couder, plier à demi;#saozneg
dambreziñ;dambrez;d1;contrefaire, divulguer, copier, imiter (en mauvaise part), pasticher, révéler;#saozneg
damc'hlazañ;damc'hlaz;d1;azurer;#saozneg
damdresañ;damdres;d1;crayonner, esquisser;#saozneg
dameriñ;damer;d1;damer (un pion), jouer sur un damier, jouer aux dames;#saozneg
dameuc'hañ;dameuc'h;d1;réverbérer;#saozneg
damfaoutañ;damfaout;d1;fendre quelque peu, (se) fêler;#saozneg
damfregañ;damfreg;d1;déchirer à demi;#saozneg
damglevet;damglev;d1;entendre à demi;#saozneg
damglozañ;damgloz;d1;entreclore;#saozneg
damgomz;damgomz;d1;murmurer, parler à demi-mots, faire allusion (à);#saozneg
damgouezhañ;damgouezh;d1;tomber à moitié;#saozneg
damgousket;damgousk;d1;dormir à moitié;#saozneg
damgrediñ;damgred;d1;présumer, soupçonner, supposer;#saozneg
damguzhat;damguzh;d1;(se) cacher à moitié;#saozneg
damnañ;damn;d1;damner;#saozneg
damniveriñ;damniver;d1;compter des choses d'une manière non précise;#saozneg
damouchiñ;damouch;d1;chiffonner, bouchonner, froisser;#saozneg
damouezhiañ;damouezh;d1;#galleg;#saozneg
damsellet;damsell;d1;parcourir du regard, jeter un coup d'œil, voir à moitié;#saozneg
damserriñ;damserr;d1;entreclore, fermer à peu près, fermer à moitié;#saozneg
damsevel;damsav;d1;relever à demi;#saozneg
damskeudenniñ;damskeudenn;d1;esquisser, silhouetter;#saozneg
damskoazellañ;damskoazell;d1;aider à moitier;#saozneg
damsouezhiñ;damsouezh;d1;être surpris à moitié;#saozneg
damstouiñ;damstou;d1;(s') incliner à moitié, (s') agenouiller à moitié;#saozneg
damveizañ;damveiz;d1;réfléchir à moitié pour comprendre, penser à moitié;#saozneg
damveleniñ;damvelen;d1;dorer à moitié, jaunir à moitié, mûrir à moitié;#saozneg
damvenegiñ;damveneg;d1;mentionner à moitié;#saozneg
damverkañ;damverk;d1;dessiner (à moitié*), écrire (*), exprimer (*), fixer (*), flétrir (*), indiquer (*), marquer (*), poindre (*), pointer (*);#saozneg
damvougañ;damvoug;d1;amortir (un son), assourdir (un son), faire une rémanence, étouffer presque, éteindre presque, amortir, assourdir;#saozneg
damvousklenniñ;damvousklenn;d1;faire la moue à moitié, (se) refrogner, froncer le sourcil;#saozneg
damvreinañ;damvrein;d1;pourrir (à) moitié;#saozneg
damwelet;damwel;d1;entrevoir, voir à moitié;#saozneg
damwennañ;damwenn;d1;blanchir (à moitié*), devenir blanc (*), (se) calmer (météorologie) (*), briller (*), chauler (*), laver (*), (se) disculper (*), (se) justifier (*);#saozneg
damwiskañ;damwisk;d1;habiller à moitié, vétir à moitié;#saozneg
damzeviñ;damzev;d1;brûler à moitié;#saozneg
damzigeriñ;damziger;d1;entrouvrir, ouvrir à demi;#saozneg
damzihuniñ;damzihun;d1;(se) réveiller à moitié, (s') éveiller à demi;#saozneg
damziskouez;damziskouez;d1;montrer à moitié, montrer plus où moins;#saozneg
damzuañ;damzu;d1;noircir à moitié, rendre ou devenir noirâtre, châtain;#saozneg
dandoniñ;dandon;d1;hésiter;#saozneg
dandrelliñ;dandrell;d1;#galleg;#saozneg
danevellañ;danevell;d1;raconter, conter, narrer;#saozneg
dantañ;dant;d1;mordre; sentir le brûlé (en parlant du lait);#saozneg
dantelezañ;dantelez;d1;faire de la dentelle;#saozneg
dantellañ;dantell;d1;#galleg;#saozneg
dantennañ;dantenn;d1;édenter (ébrécher);#saozneg
danzen;danzen;d1;préparer, concevoir (dans son esprit), (se) disposer (à ...), (s') élaborer, (se) mettre en devoir de, (se) préparer (repas, etc), cuisiner, transformer;#saozneg
daoniñ;daon;d1;damner;#saozneg
daoubennañ;daoubenn;d1;(se) plier, (se) courber; embarrasser, rendre indécis;#saozneg
daoubenniñ;daoubenn;d1;(se) plier, (se) courber; embarrasser, rendre indécis;#saozneg
daoublegañ;daoubleg;d1;(se) courber, (se) plier en deux;#saozneg
daoudaoliñ;daoudaol;d1;sonner deux coups;#saozneg
daoudortañ;daoudort;d1;crouler (sous...), éclater (de rire, etc);#saozneg
daoudoullañ;daoudoull;d1;creuser une fosse pour deux cercueils, creuser double;#saozneg
daoufromañ;daoufrom;d1;être partagé entre deux émotions;#saozneg
daougementiñ;daougement;d1;doubler;#saozneg
daouglikañ;daouglik;d1;double-cliquer;#saozneg
daougreniñ;daougren;d1;bomber (en parlant d'un mur);#saozneg
daougrommañ;daougromm;d1;(se) courber en deux;#saozneg
daouhanteriñ;daouhanter;d1;partager ou se partager en deux moitiés, mélanger en deux parts égales, partager, participer par moitié;#saozneg
daouilinañ;daouilin;d1;(s’) accouder;#saozneg
daoulammat;daoulamm;d1;galoper;#saozneg
daoulinañ;daoulin;d1;(s') agenouiller;#saozneg
darañ;dar;d1;daller;#saozneg
darbariñ;darbar;d1;servir comme aide, fournir, alimenter (une machine, etc);#saozneg
darbenn;darbenn;d1;agréer, approuver, admettre, accepter, poser par hypothèse, recevoir, accepter;#saozneg
darbodiñ;darbod;d1;servir d'entremetteur de mariage;#saozneg
darbout;darb;d1;#galleg;#saozneg
darc'haouiñ;darc'haou;d1;asséner (un coup) à;#saozneg
darc'houzizañ;darc'houziz;d1;#galleg;#saozneg
darediñ;dared;d1;faire des éclairs de chaleur, lancer des traits, fulgurer, lancer (un dard) contr qqn, darder;#saozneg
daremprediñ;darempred;d1;fréquenter, visiter, hanter, pratiquer, entretenir;#saozneg
dareviñ;darev;d1;préparer (des aliments), cuire, apprêter, mûrir, faire mûrir;#saozneg
dargudiñ;dargud;d1;s'assoupir, sommeiller;#saozneg
darguzhat;darguzh;d1;#galleg;#saozneg
darlammat;darlamm;d1;se cabrer;#saozneg
darnaouiñ;darnaou;d1;distribuer; fragmenter, déchirer, ennuyer;#saozneg
darnañ;darn;d1;ébrécher, fragmenter, ébrécher, écourter;#saozneg
darngoll;darngoll;d1;perte incomplète, perdre partiellement, perdre en partie (qqc.);#saozneg
darnijal;darnij;d1;voler bas, voleter;#saozneg
darniñ;darn;d1;laisser inachevé;#saozneg
darnvevañ;darnvev;d1;vivoter;#saozneg
daroganañ;darogan;d1;#galleg;#saozneg
darouedenniñ;darouedenn;d1;(se) couvrir de dartres;#saozneg
darren;darre;d1;être récurrent;#saozneg
darruriñ;darrur;d1;attaquer;#saozneg
darvezout;darvez;d1;arriver, survenir, se produire;#saozneg
dasfaoutiñ;dasfaout;d1;#galleg;#saozneg
daskeitañ;daskeit;d1;péréquer;#saozneg
daskemmañ;daskemm;d1;transformer, modifier;#saozneg
dasklevet;dasklev;d1;intercepter;#saozneg
daskomprañ;daskompr;d1;encombrer;#saozneg
daskoriñ;daskor;d1;rendre, restituer;#saozneg
daskounañ;daskoun;d1;#galleg;#saozneg
daskrenañ;daskren;d1;frémir, frissonner, chevroter, trembler, vibrer;#saozneg
daskrignat;daskrign;d1;corroder, ronger, ruminer;#saozneg
dasorc'hiñ;dasorc'h;d1;ressuciter;#saozneg
daspakañ;daspak;d1;intercepter (un message, etc.);#saozneg
dasparañ;daspar;d1;#galleg;#saozneg
dasparzhañ;dasparzh;d1;redistribuer, répartir à nouveau;#saozneg
daspegañ;daspeg;d1;agglutiner;#saozneg
dasplezhañ;dasplezh;d1;entrelacer, entremêler;#saozneg
dasprenañ;daspren;d1;racheter;#saozneg
dasprezeg;dasprezeg;d1;parler en s'interrompant;#saozneg
daspugn;daspugn;d1;amasser, additionner, accumuler;#saozneg
dassamañ;dassamm;d1;#galleg;#saozneg
dasseniñ;dassen;d1;retentir, résonner, réfléchir (le son);#saozneg
dasskediñ;dassked;d1;refléter, réfléchir (la lumière, etc.);#saozneg
dasskignañ;dasskign;d1;diffracter;#saozneg
dasstrewiñ;dasstrew;d1;parsemer;#saozneg
dastalañ;dastal;d1;rembourser;#saozneg
dastapout;dastap;d1;intercepter;#saozneg
dasteurel;dastaol;d1;#galleg;#saozneg
dastrann;dastrann;d1;attirer pour attraper, racolage, capturer;#saozneg
dastroc'hañ;dastroc'h;d1;entrecouper;#saozneg
dastum;dastum;d1;assembler, amasser, recueillir, cueillir, enfermer, serrer, envelopper, emprisonner; relever, ramasser (ce qui est tombé), contracter (une maladie), joindre (les mains), conclure;#saozneg
datiñ;dat;d1;#galleg;#saozneg
daveiñ;dave;d1;envoyer, renvoyer, renseigner, retarder, dépêcher, référer;#saozneg
dazeilañ;dazeil;d1;être dans une alternative;#saozneg
dazgleboriñ;dazglebor;d1;entrecouper d'humidité;#saozneg
dazgwerediñ;dazgwered;d1;réagir (chimie);#saozneg
dazlammat;dazlamm;d1;faire des ricochets;#saozneg
dazlardañ;dazlard;d1;entrelarder;#saozneg
dazlivañ;dazliv;d1;nuancer;#saozneg
dazluc'hañ;dazluc'h;d1;#galleg;#saozneg
dazroudennañ;dazroudenn;d1;(se) zébrer;#saozneg
dañsal;dañs;d1;danser;#saozneg
debailhañ;debailh;d1;maltraiter;#saozneg
debarañ;debar;d1;#galleg;#saozneg
debarzh;debarzh;d1;choisir, adjuger, accorder, doter, attribuer, destiner;#saozneg
debatiñ;debat;d1;contester;#saozneg
debochiñ;deboch;d1;débaucher, corrompre, dépraver;#saozneg
deboutañ;debout;d1;débouter, expulser, éclore, tailler;#saozneg
debriñ;debr;d1;manger, dissiper, accaparer, (s') égorger, bouffer, avaler, consommer, restaurer;eat
dec'haloupat;dec'haloup;d1;accourir, rappliquer (au galop);#saozneg
dec'houzougañ;dec'houzoug;d1;couper la tête, étêter, égorger;#saozneg
dec'hwitout;dec'hwit;d1;décheoir;#saozneg
dedarzhañ;dedarzh;d1;dériver, venir se briser, éclater, apparaître, faire éruption, crever (en parlant d'un abcès, etc);#saozneg
dedennañ;dedenn;d1;attirer, captiver, intéresser;#saozneg
dedilhañ;dedilh;d1;teiller (le lin);#saozneg
defaotañ;defaot;d1;#galleg;#saozneg
defoulañ;defoul;d1;(se) défouler, casser;#saozneg
degas;degas;d1;apporter, amener, mener, conduire, envoyer, adresser, introduire, occasionner, organiser, rappeler;#saozneg
degemenn;degemenn;d1;annoncer (faire part de décès), avertir, mander;#saozneg
degizañ;degiz;d1;#galleg;#saozneg
degouezhañ;degouezh;d1;arriver, advenir, survenir, convenir, intervenir, obvenir, incomber, échoir à, rencontrer (qun), & se constituer, (se) ramener;#saozneg
degouezhout;degouezh;d1;arriver, advenir, convenir, intervenir, se passer, se tenir, survenir, rencontrer, parvenir;#saozneg
degradiñ;degrad;d1;dégrader;#saozneg
dehastañ;dehast;d1;(s') abouler (se) dépêcher, en mettre un coup, respirer bruyamment;#saozneg
dehentiñ;dehent;d1;acheminer;#saozneg
deiziadañ;deiziad;d1;dater, fixer (un jour, une date, un événement);#saozneg
deiziaduriñ;deiziadur;d1;#galleg;#saozneg
dejanal;dejan;d1;railler, (se) moquer (de qqn, qqc), dénigrer;#saozneg
dekachañ;dekach;d1;écacher;#saozneg
dekrial;dekri;d1;critiquer, décréditer, décrier;#saozneg
dekvedlazhañ;dekvedlazh;d1;décimer;#saozneg
delammat;delamm;d1;rebondir;#saozneg
delazh;delazh;d1;#galleg;#saozneg
delazhiñ;delazh;d1;flanquer un coup, jeter (qqc) avec force, jeter un regard furieux, lâcher (un pet*), balancer (*);#saozneg
delc'her;dalc'h;d1;garder, maintenir, tenir;#saozneg
deliaouiñ;deliaou;d1;feuiller;#saozneg
deliberiñ;deliber;d1;délibérer;#saozneg
delimitañ;delimit;d1;#galleg;#saozneg
delivrañ;delivr;d1;délivrer;#saozneg
dellezout;dellez;d1;mériter;#saozneg
deltañ;delt;d1;devenir (moite*), humecter, moitir, rendre (*);#saozneg
deluskañ;delusk;d1;#galleg;#saozneg
denañ;den;d1;boire au sein, épuiser, sucer, téter;#saozneg
deneveziñ;denevez;d1;rénover, renouveler;#saozneg
denijal;denij;d1;venir en volant, (s') essorer;#saozneg
dentañ;dent;d1;denteler;#saozneg
denvezañ;denvez;d1;#galleg;#saozneg
deogañ;deog;d1;collecter la dîme, dîmer, lever la dîme;#saozneg
deouiiñ;deoui;d1;(se) dépêcher, (s') empresser, (se) presser.;#saozneg
depantañ;depant;d1;dépendre, être suspendu à, pendre;#saozneg
depechañ;depech;d1;envoyer une dépêche;#saozneg
deportiñ;deport;d1;attendre, patienter, déporter;#saozneg
derannañ;derann;d1;allouer, doter;#saozneg
deraouiñ;deraou;d1;amorcer, commencer, débuter;#saozneg
derc'hel;dalc'h;d1;garder, maintenir, tenir;#saozneg
derc'hennañ;derc'henn;d1;#galleg;#saozneg
derc'houezañ;derc'houez;d1;#galleg;#saozneg
deren;deren;d1;différer, induire, ramener;#saozneg
desachañ;desach;d1;attirer, extraire;#saozneg
desav;desav;d1;éduquer, élever;#saozneg
desedañ;desed;d1;décéder;#saozneg
desevel;desevel;d1;éduquer, élever;#saozneg
desfailhañ;desfailh;d1;défaillir, faire défaut en justice, manquer de force;#saozneg
desinañ;desin;d1;dessiner;#saozneg
deskrivañ;deskriv;d1;décrire;#saozneg
despailhañ;despailh;d1;tarder, presser;#saozneg
desteudañ;desteud;d1;repérer;#saozneg
destinañ;destin;d1;(pré-)destiner;#saozneg
destrizhañ;destrizh;d1;contraindre;#saozneg
detailhañ;detailh;d1;détailler;#saozneg
deunañ;deun;d1;foncer, mettre un fond (à un seau, etc);#saozneg
deverañ;dever;d1;couler, découler, dériver, (s') écouler, (s') égoutter, jaillir, verser;#saozneg
deverkañ;deverk;d1;assigner;#saozneg
devizañ;deviz;d1;deviser;#saozneg
devommañ;devomm;d1;soulever (la terre, en parlant du soc);#saozneg
dewelañ;dewel;d1;visionner;(to) view
dewerzhañ;dewerzh;d1;#galleg;#saozneg
dewilchat;dewilch;d1;décapiter (végét.), effaner;#saozneg
dezastum;dezastum;d1;conclure, déduire, extrapoler, récapituler;#saozneg
dezirout;dezir;d1;désirer, souhaiter;#saozneg
dezrannañ;dezrann;d1;analyser, critiquer;#saozneg
dezrevell;dezrevell;d1;énoncer, imiter (par dérision), narrer, raconter;#saozneg
dezvarn;dezvarn;d1;analyser, juger;#saozneg
dezverkañ;dezverk;d1;caractériser;#saozneg
dezvonnañ;dezvonn;d1;délimiter;#saozneg
diabafiñ;diabaf;d1;déniaiser, (se) remettre (d'une émotion, ivresse), (se) décomplexer;#saozneg
diac'hubiñ;diac'hub;d1;délivrer, désencombrer, débarrasser (un endroit) des choses qui s'y trouvent, libérer;#saozneg
diachantañ;diachant;d1;désenchanter;#saozneg
diadaviñ;diadav;d1;manquer de souffle;#saozneg
diaezañ;diaez;d1;gêner, incommoder, démettre, mettre qqn dans la gêne financière, faire qqc avec difficulté;#saozneg
diaezhennañ;diaezhenn;d1;(s') évaporer, (s') émaner;#saozneg
diagañ;diag;d1;déchirer, user;#saozneg
diagnoziñ;diagnoz;d1;diagnostiquer;#saozneg
diahelañ;diahel;d1;(se) désaxer, (se) désarticuler, quitter son axe;#saozneg
diaheurtiñ;diaheurt;d1;faire sortir qqn de son entêtement;#saozneg
diajustañ;diajust;d1;#galleg;#saozneg
diakoursiñ;diakours;d1;désaccoutumer, déshabituer;#saozneg
diakustumiñ;diakustum;d1;(se) désaccoutumer;#saozneg
dialanañ;dialan;d1;perdre son souffle;#saozneg
dialañ;dial;d1;venger;#saozneg
dialc'hwezañ;dialc'hwez;d1;déboucler, ouvrir (qqc.) fermé à clef;#saozneg
diambarkiñ;diambark;d1;débarquer;#saozneg
diambroug;diambroug;d1;aller à la rencontre (de), venir à la rencontre, au devant de qqn;#saozneg
diampechañ;diampech;d1;(se) déhaler, délivrer;#saozneg
diampoezoniñ;diampoezon;d1;désinfecter, ôter l'infection d'un lieu;#saozneg
diamzeriñ;diamzer;d1;dépasser le temps (trop cuire, mûrir), par ext. anachronique, obsolète, être usé ou détérioré par l'usage;#saozneg
dianadiñ;dianad;d1;disparaître;#saozneg
dianalañ;dianal;d1;respirer;#saozneg
dianavezout;dianavez;d1;méconnaître, ne pas connaître;#saozneg
diandellañ;diandell;d1;défaire les andains (en fanant...), cesser de badiner;#saozneg
diangajiñ;diangaj;d1;dégager, libérer;#saozneg
diangraviñ;diangrav;d1;dégrader quelqu'un de la prétrise;#saozneg
diankañ;diank;d1;égarer, perdre pour un temps, (s') échapper (à), manquer, fournir, suffire à un travail;#saozneg
dianlivañ;dianliv;d1;coloriser;GB: colourisation, US: colorization
diannezañ;diannez;d1;expulser, dégarnir, chasser, déménager;#saozneg
dianouediñ;dianoued;d1;désenrhumer;#saozneg
diantellañ;diantell;d1;détendre, débander, débrayer;#saozneg
dianwerediñ;dianwered;d1;avoir une incidence sur quelque chose;#saozneg
dianzav;dianzav;d1;désavouer, rétracter, démentir;#saozneg
diaochañ;diaoch;d1;tirer de la grève, appareiller;#saozneg
diaotren;diaotre;d1;désapprouver, interdire;#saozneg
diaoulat;diaoul;d1;faire le diable, passer au roto, endiablé;#saozneg
diaozañ;diaoz;d1;démettre, & (se) luxer, éplucher, écrémer, déboîter, désajuster, défaire (le feu, un lit), casser (un contrat, un marché);#saozneg
diaplikañ;diaplik;d1;#galleg;#saozneg
diaraogiñ;diaraog;d1;venir au devant de, avancer, devancer, faire avancer, prévenir;#saozneg
diarbenn;diarbenn;d1;aller à l'encontre (de...), contrer (un coup*...), parer (*), prévenir (*), détourner (*), parer (*), par ext. anticiper, obvier;#saozneg
diarc'hantañ;diarc'hant;d1;(se) désargenter, faire perdre de l'argent à qqn;#saozneg
diarc'hañ;diarc'h;d1;#galleg;#saozneg
diarc'henañ;diarc'hen;d1;(se) déchausser;#saozneg
diarmañ;diarm;d1;désarmer;#saozneg
diarolliñ;diaroll;d1;désenrôler;#saozneg
diarumiñ;diarum;d1;désenrhumer;#saozneg
diasambliñ;diasambl;d1;désassembler;#saozneg
diaskañ;diask;d1;décocher;#saozneg
diaskolañ;diaskol;d1;échardonner;#saozneg
diaskornañ;diaskorn;d1;désosser, dénoyauter;#saozneg
diaskrenañ;diaskren;d1;#galleg;#saozneg
diastellañ;diastell;d1;#galleg;#saozneg
diastenn;diastenn;d1;(se) détendre, appliquer;#saozneg
diastuziñ;diastuz;d1;purger de vermine;#saozneg
diatachañ;diatach;d1;détacher;#saozneg
diatrediñ;diatred;d1;déblayer, décombrer, désencombrer (un endroit);#saozneg
diavaeziñ;diavaez;d1;exiler, externaliser;#saozneg
diavañs;diavañs;d1;reculer;#saozneg
diaveliñ;diavel;d1;réduire la surface de toile (moulin), de voile, amortir, déventer (marine);#saozneg
diavenañ;diaven;d1;démantibuler;#saozneg
diawelet;diawel;d1;prévoir;#saozneg
diazenañ;diazen;d1;#galleg;#saozneg
diazezañ;diazez;d1;asseoir (fig.), (se) baser, (se) fonder, rassir, (se) tasser, convenir, établir, instaurer, (s') effondrer;#saozneg
dibab;dibab;d1;choisir, distinguer, départager, sélectionner, trier, par ext. choisir, débrouiller;#saozneg
dibabiñ;dibab;d1;choisir, sélectionner;#saozneg
dibakañ;dibak;d1;déballer, dépaqueter;#saozneg
dibaketiñ;dibaket;d1;#galleg;#saozneg
dibalastrañ;dibalastr;d1;déplâtrer, & div. sens fig. (décoller...), ôter l'emplâtre, lever le dernier appareil;#saozneg
dibalañ;dibal;d1;dépasser (à la marque), par ext. damer le pion (à ...), sortir de ses gonds, écroûter (le pain);#saozneg
dibalediñ;dibaled;d1;éclater (de colère, de rire, en sanglots);#saozneg
dibalvañ;dibalv;d1;desserrer les paumes, deserrer les mains de qqc, lâcher prise;#saozneg
dibaouez;dibaouez;d1;cesser;#saozneg
dibaradañ;dibarad;d1;enlever la croûte (du pain);#saozneg
dibaradennañ;dibaradenn;d1;Enlever la croûte (du pain);#saozneg
dibarfediñ;dibarfed;d1;(se) distraire, (se) départir de son calme;#saozneg
dibarfoeltrañ;dibarfoeltr;d1;déchiqueter, détruire, mettre (en pièces, en mille morceaux);#saozneg
dibarfreuziñ;dibarfreuz;d1;mettre en pièces;#saozneg
dibariñ;dibar;d1;dépouiller;#saozneg
dibarzhiñ;dibarzh;d1;#galleg;#saozneg
dibasiantiñ;dibasiant;d1;(s') impatienter, perdre patience;#saozneg
dibavezañ;dibavez;d1;dépaver;#saozneg
dibegañ;dibeg;d1;décoller;#saozneg
dibennadiñ;dibennad;d1;dissuader, faire sortir qqn de son entêtement;#saozneg
dibennañ;dibenn;d1;décapiter, étêter, ébouter, cueillir à la main (fig.), guillotiner, ravir la première place (de fils unique...);#saozneg
dibennglinañ;dibennglin;d1;se relever (pers. à genou), enlever un genou;#saozneg
dibenvestrañ;dibenvestr;d1;ôter le licol (à);#saozneg
diberc'hennañ;diberc'henn;d1;déposséder, exproprier;#saozneg
diberzhañ;diberzh;d1;exclure de participation (dans une affaire);#saozneg
dibiaouañ;dibiaou;d1;déposséder;#saozneg
dibikouzañ;dibikouz;d1;(se) nettoyer (les yeux), par ext. dessiller, ôter la chassie (des yeux);#saozneg
dibilhañ;dibilh;d1;teiller, (loc.) émonder, (fig.) se démener (vivement);#saozneg
dibilhonañ;dibilhon;d1;se démener pour faire aboutir qqc;#saozneg
dibistigañ;dibistig;d1;remettre (un estropié);#saozneg
diblantañ;diblant;d1;dépiquer, déplanter;#saozneg
diblasañ;diblas;d1;partir, se déplacer, se mettre en route;#saozneg
diblegañ;dibleg;d1;(se) relever, déplier;#saozneg
dibluañ;diblu;d1;plumer, (se) déplumer;#saozneg
dibluskañ;diblusk;d1;éplucher;#saozneg
diboblañ;dibobl;d1;(se) dépeupler;#saozneg
dibradañ;dibrad;d1;soulever de terre, (se) soulever, partir;#saozneg
dibrennañ;dibrenn;d1;ouvrir (ce qui est fermé à clef), ouvrir, défaire, déboutonner (un vêtement);#saozneg
dibrizañ;dibriz;d1;déprécier, dépriser;#saozneg
dibuchañ;dibuch;d1;(se) relever, déboucher, débucher;#saozneg
dibunañ;dibun;d1;dévider, (se) dérouler, débiter, défiler;#saozneg
dic'hallañ;dic'hall;d1;#galleg;#saozneg
dic'haloupat;dic'haloup;d1;courir vite (en plt de qqn);#saozneg
dic'haouiñ;dic'haou;d1;dédommager qqn;#saozneg
dic'hargadennañ;dic'hargadenn;d1;éclater de rire;#saozneg
dic'harvañ;dic'harv;d1;adoucir;#saozneg
dic'harzhañ;dic'harzh;d1;#galleg;#saozneg
dic'hastañ;dic'hast;d1;tuer, détruire, bousiller;#saozneg
dic'hazañ;dic'haz;d1;dégazer;#saozneg
dic'henaouiñ;dic'henaou;d1;bayer aux corneilles (en plt de qqn);#saozneg
dic'heotañ;dic'heot;d1;#galleg;#saozneg
dic'hizañ;dic'hiz;d1;(se) déguiser;#saozneg
dic'hlac'hariñ;dic'hlac'har;d1;consoler;#saozneg
dic'hlannañ;dic'hlann;d1;déborder;#saozneg
dic'hlaourañ;dic'hlaour;d1;essuyer la bave;#saozneg
dic'hlaourennañ;dic'hlaourenn;d1;#galleg;#saozneg
dic'hludennañ;dic'hludenn;d1;dégluer;#saozneg
dic'hoallañ;dic'hoall;d1;#galleg;#saozneg
dic'hoanagiñ;dic'hoanag;d1;désespérer;#saozneg
dic'hoantañ;dic'hoant;d1;satisfaire un désir, contenter qqn;#saozneg
dic'hoari;dic'hoari;d1;douleur de l'accouchement, cesser de jouer, (se) sortir d'un mauvais pas;#saozneg
dic'hoarzhin;dic'hoarzhin;d1;cesser de rire;#saozneg
